t,y,,,,,
2.216862E+01,-1.227859E+00,,,,,
2.220203E+01,-1.227816E+00,,,,,
2.218533E+01,-1.227808E+00,,,,,
2.215192E+01,-1.22758E+00,,,,,
2.221874E+01,-1.227558E+00,,,,,
2.213521E+01,-1.226808E+00,,,,,
2.223544E+01,-1.226422E+00,,,,,
2.211851E+01,-1.225638E+00,,,,,
2.225216E+01,-1.225244E+00,,,,,
2.21018E+01,-1.224305E+00,,,,,
2.226886E+01,-1.223799E+00,,,,,
2.20851E+01,-1.222524E+00,,,,,
2.228557E+01,-1.222069E+00,,,,,
2.206839E+01,-1.220686E+00,,,,,
2.230227E+01,-1.220166E+00,,,,,
2.205169E+01,-1.218701E+00,,,,,
2.231898E+01,-1.218203E+00,,,,,
2.203498E+01,-1.216842E+00,,,,,
2.233568E+01,-1.216214E+00,,,,,
2.201827E+01,-1.214977E+00,,,,,
2.235239E+01,-1.213917E+00,,,,,
2.200157E+01,-1.213087E+00,,,,,
2.23691E+01,-1.211971E+00,,,,,
2.198486E+01,-1.211291E+00,,,,,
2.23858E+01,-1.209994E+00,,,,,
2.196816E+01,-1.209376E+00,,,,,
2.240251E+01,-1.208016E+00,,,,,
2.195144E+01,-1.207508E+00,,,,,
2.241921E+01,-1.205961E+00,,,,,
2.193474E+01,-1.205631E+00,,,,,
2.191803E+01,-1.203879E+00,,,,,
2.243592E+01,-1.20368E+00,,,,,
2.190133E+01,-1.201916E+00,,,,,
2.245262E+01,-1.20156E+00,,,,,
2.188462E+01,-1.199864E+00,,,,,
2.246933E+01,-1.199412E+00,,,,,
2.186792E+01,-1.198022E+00,,,,,
2.248603E+01,-1.197488E+00,,,,,
2.185121E+01,-1.19612E+00,,,,,
2.250274E+01,-1.195155E+00,,,,,
2.183451E+01,-1.194472E+00,,,,,
2.251944E+01,-1.192748E+00,,,,,
2.18178E+01,-1.192555E+00,,,,,
2.253616E+01,-1.191013E+00,,,,,
2.18011E+01,-1.190624E+00,,,,,
2.178439E+01,-1.188869E+00,,,,,
2.255286E+01,-1.188688E+00,,,,,
2.176769E+01,-1.18709E+00,,,,,
2.256957E+01,-1.186557E+00,,,,,
2.175098E+01,-1.185121E+00,,,,,
2.258627E+01,-1.184505E+00,,,,,
2.173428E+01,-1.183304E+00,,,,,
2.260298E+01,-1.182253E+00,,,,,
2.171757E+01,-1.181497E+00,,,,,
2.261968E+01,-1.17987E+00,,,,,
2.170087E+01,-1.179441E+00,,,,,
2.263639E+01,-1.177759E+00,,,,,
2.168416E+01,-1.177552E+00,,,,,
2.265309E+01,-1.175867E+00,,,,,
2.166744E+01,-1.17574E+00,,,,,
2.165074E+01,-1.173981E+00,,,,,
2.26698E+01,-1.173438E+00,,,,,
2.163403E+01,-1.17219E+00,,,,,
2.26865E+01,-1.17126E+00,,,,,
2.161733E+01,-1.170345E+00,,,,,
2.270321E+01,-1.169318E+00,,,,,
2.160062E+01,-1.168369E+00,,,,,
2.271992E+01,-1.166963E+00,,,,,
2.158392E+01,-1.16642E+00,,,,,
2.273662E+01,-1.164847E+00,,,,,
2.156721E+01,-1.164686E+00,,,,,
2.275333E+01,-1.162985E+00,,,,,
2.155051E+01,-1.162822E+00,,,,,
2.15338E+01,-1.161115E+00,,,,,
2.277003E+01,-1.160797E+00,,,,,
2.15171E+01,-1.159239E+00,,,,,
2.278674E+01,-1.158473E+00,,,,,
2.150039E+01,-1.157581E+00,,,,,
2.280344E+01,-1.156412E+00,,,,,
2.148369E+01,-1.155896E+00,,,,,
2.282016E+01,-1.154333E+00,,,,,
2.146698E+01,-1.153994E+00,,,,,
2.283686E+01,-1.152064E+00,,,,,
2.145028E+01,-1.152059E+00,,,,,
2.143357E+01,-1.150167E+00,,,,,
2.285357E+01,-1.150002E+00,,,,,
2.141687E+01,-1.148295E+00,,,,,
2.287027E+01,-1.147843E+00,,,,,
2.140016E+01,-1.146388E+00,,,,,
2.288698E+01,-1.145521E+00,,,,,
2.138346E+01,-1.144732E+00,,,,,
2.290368E+01,-1.14376E+00,,,,,
2.136674E+01,-1.142934E+00,,,,,
2.292039E+01,-1.14165E+00,,,,,
2.135003E+01,-1.141213E+00,,,,,
2.293709E+01,-1.139562E+00,,,,,
2.133333E+01,-1.139457E+00,,,,,
2.131663E+01,-1.137674E+00,,,,,
2.29538E+01,-1.137338E+00,,,,,
2.129992E+01,-1.135846E+00,,,,,
2.29705E+01,-1.135158E+00,,,,,
2.128321E+01,-1.133901E+00,,,,,
2.298721E+01,-1.133153E+00,,,,,
2.126651E+01,-1.132092E+00,,,,,
2.300391E+01,-1.131258E+00,,,,,
2.12498E+01,-1.130344E+00,,,,,
2.302062E+01,-1.129199E+00,,,,,
2.12331E+01,-1.128521E+00,,,,,
2.303733E+01,-1.127088E+00,,,,,
2.121639E+01,-1.126802E+00,,,,,
2.305403E+01,-1.125374E+00,,,,,
2.119969E+01,-1.125088E+00,,,,,
2.307073E+01,-1.123382E+00,,,,,
2.118298E+01,-1.123174E+00,,,,,
2.116628E+01,-1.121375E+00,,,,,
2.308744E+01,-1.121101E+00,,,,,
2.114957E+01,-1.119663E+00,,,,,
2.310416E+01,-1.119222E+00,,,,,
2.113287E+01,-1.117839E+00,,,,,
2.312086E+01,-1.117391E+00,,,,,
2.111616E+01,-1.116195E+00,,,,,
2.109946E+01,-1.114407E+00,,,,,
2.108274E+01,-1.112722E+00,,,,,
2.106604E+01,-1.110821E+00,,,,,
2.104933E+01,-1.109005E+00,,,,,
2.103263E+01,-1.107348E+00,,,,,
2.101592E+01,-1.105614E+00,,,,,
2.099922E+01,-1.103872E+00,,,,,
2.098251E+01,-1.101841E+00,,,,,
2.09658E+01,-1.100133E+00,,,,,
2.09491E+01,-1.098702E+00,,,,,
2.093239E+01,-1.096728E+00,,,,,
2.091569E+01,-1.095163E+00,,,,,
2.089898E+01,-1.093291E+00,,,,,
2.088228E+01,-1.091574E+00,,,,,
2.086557E+01,-1.089929E+00,,,,,
2.084882E+01,-1.088265E+00,,,,,
2.083216E+01,-1.08643E+00,,,,,
2.081546E+01,-1.084615E+00,,,,,
2.079874E+01,-1.083016E+00,,,,,
2.078204E+01,-1.081213E+00,,,,,
2.076533E+01,-1.079527E+00,,,,,
2.074863E+01,-1.07805E+00,,,,,
2.073192E+01,-1.07611E+00,,,,,
2.071522E+01,-1.074512E+00,,,,,
2.069851E+01,-1.07288E+00,,,,,
2.068181E+01,-1.071039E+00,,,,,
2.06651E+01,-1.069302E+00,,,,,
2.06484E+01,-1.067567E+00,,,,,
2.063169E+01,-1.065775E+00,,,,,
2.061498E+01,-1.063973E+00,,,,,
2.059828E+01,-1.062269E+00,,,,,
2.058157E+01,-1.060628E+00,,,,,
2.056487E+01,-1.058922E+00,,,,,
2.054816E+01,-1.057288E+00,,,,,
2.053146E+01,-1.055502E+00,,,,,
2.051474E+01,-1.053694E+00,,,,,
2.049804E+01,-1.052296E+00,,,,,
2.048133E+01,-1.050352E+00,,,,,
2.046463E+01,-1.048752E+00,,,,,
2.044792E+01,-1.047082E+00,,,,,
2.043122E+01,-1.045194E+00,,,,,
2.041451E+01,-1.043599E+00,,,,,
2.039781E+01,-1.041792E+00,,,,,
2.03811E+01,-1.04008E+00,,,,,
2.03644E+01,-1.038484E+00,,,,,
2.034769E+01,-1.03668E+00,,,,,
2.033099E+01,-1.034885E+00,,,,,
2.031427E+01,-1.033263E+00,,,,,
2.029757E+01,-1.031463E+00,,,,,
2.028087E+01,-1.029979E+00,,,,,
2.026416E+01,-1.028086E+00,,,,,
2.024748E+01,-1.026399E+00,,,,,
2.023074E+01,-1.02458E+00,,,,,
2.021404E+01,-1.02302E+00,,,,,
2.019733E+01,-1.02135E+00,,,,,
2.018063E+01,-1.019583E+00,,,,,
2.016392E+01,-1.01776E+00,,,,,
2.014716E+01,-1.01607E+00,,,,,
2.013051E+01,-1.014613E+00,,,,,
2.011381E+01,-1.012831E+00,,,,,
2.00971E+01,-1.011044E+00,,,,,
2.00804E+01,-1.009428E+00,,,,,
2.006369E+01,-1.007732E+00,,,,,
2.004699E+01,-1.006097E+00,,,,,
2.003028E+01,-1.004398E+00,,,,,
2.001358E+01,-1.002644E+00,,,,,
1.999687E+01,-1.000741E+00,,,,,
1.998017E+01,-9.991236E-01,,,,,
1.996346E+01,-9.973977E-01,,,,,
1.994674E+01,-9.956526E-01,,,,,
1.993004E+01,-9.940189E-01,,,,,
1.991333E+01,-9.925168E-01,,,,,
1.989663E+01,-9.907894E-01,,,,,
1.987992E+01,-9.890036E-01,,,,,
1.986322E+01,-9.872888E-01,,,,,
1.984651E+01,-9.857848E-01,,,,,
1.982981E+01,-9.839536E-01,,,,,
1.98131E+01,-9.821815E-01,,,,,
1.97964E+01,-9.805597E-01,,,,,
1.977969E+01,-9.790189E-01,,,,,
1.976299E+01,-9.771323E-01,,,,,
1.974628E+01,-9.755707E-01,,,,,
1.972958E+01,-9.739726E-01,,,,,
1.971287E+01,-9.720184E-01,,,,,
1.969617E+01,-9.704105E-01,,,,,
1.967946E+01,-9.687506E-01,,,,,
1.966276E+01,-9.669253E-01,,,,,
1.964604E+01,-9.652746E-01,,,,,
1.962933E+01,-9.637089E-01,,,,,
1.961263E+01,-9.61911E-01,,,,,
1.959593E+01,-9.600685E-01,,,,,
1.957922E+01,-9.585365E-01,,,,,
1.956251E+01,-9.568218E-01,,,,,
1.954581E+01,-9.552917E-01,,,,,
1.95291E+01,-9.535997E-01,,,,,
1.95124E+01,-9.517369E-01,,,,,
1.949569E+01,-9.501052E-01,,,,,
1.947899E+01,-9.485918E-01,,,,,
1.946228E+01,-9.469938E-01,,,,,
1.944558E+01,-9.453578E-01,,,,,
1.942887E+01,-9.436375E-01,,,,,
1.941217E+01,-9.419201E-01,,,,,
1.939546E+01,-9.402557E-01,,,,,
1.937876E+01,-9.386437E-01,,,,,
1.936204E+01,-9.370327E-01,,,,,
1.934534E+01,-9.354747E-01,,,,,
1.932863E+01,-9.338322E-01,,,,,
1.931193E+01,-9.321186E-01,,,,,
1.929522E+01,-9.302275E-01,,,,,
1.927852E+01,-9.286673E-01,,,,,
1.926181E+01,-9.269908E-01,,,,,
1.92451E+01,-9.252842E-01,,,,,
1.92284E+01,-9.237988E-01,,,,,
1.921169E+01,-9.219668E-01,,,,,
1.919499E+01,-9.203937E-01,,,,,
1.917828E+01,-9.19035E-01,,,,,
1.916158E+01,-9.174198E-01,,,,,
1.914487E+01,-9.154251E-01,,,,,
1.912817E+01,-9.139054E-01,,,,,
1.911146E+01,-9.125738E-01,,,,,
1.909476E+01,-9.108305E-01,,,,,
1.907804E+01,-9.092145E-01,,,,,
1.906134E+01,-9.076865E-01,,,,,
1.904463E+01,-9.059035E-01,,,,,
1.902793E+01,-9.044778E-01,,,,,
1.901122E+01,-9.029414E-01,,,,,
1.899452E+01,-9.012411E-01,,,,,
1.897781E+01,-8.996339E-01,,,,,
1.896111E+01,-8.979837E-01,,,,,
1.89444E+01,-8.963829E-01,,,,,
1.89277E+01,-8.947726E-01,,,,,
1.891099E+01,-8.934394E-01,,,,,
1.889428E+01,-8.917725E-01,,,,,
1.887758E+01,-8.898846E-01,,,,,
1.886087E+01,-8.884469E-01,,,,,
1.884417E+01,-8.868566E-01,,,,,
1.882746E+01,-8.852858E-01,,,,,
1.881076E+01,-8.836626E-01,,,,,
1.879404E+01,-8.818448E-01,,,,,
1.877734E+01,-8.803151E-01,,,,,
1.876063E+01,-8.788439E-01,,,,,
1.874393E+01,-8.772115E-01,,,,,
1.872722E+01,-8.755762E-01,,,,,
1.871052E+01,-8.741373E-01,,,,,
1.869381E+01,-8.72469E-01,,,,,
1.867711E+01,-8.708951E-01,,,,,
1.86604E+01,-8.694626E-01,,,,,
1.86437E+01,-8.679277E-01,,,,,
1.862699E+01,-8.662129E-01,,,,,
1.861029E+01,-8.648001E-01,,,,,
1.859358E+01,-8.631698E-01,,,,,
1.857687E+01,-8.61594E-01,,,,,
1.856017E+01,-8.602587E-01,,,,,
1.854346E+01,-8.58586E-01,,,,,
1.852676E+01,-8.569267E-01,,,,,
1.851004E+01,-8.554217E-01,,,,,
1.849334E+01,-8.538478E-01,,,,,
1.847663E+01,-8.523506E-01,,,,,
1.845993E+01,-8.508457E-01,,,,,
1.844322E+01,-8.491537E-01,,,,,
1.842652E+01,-8.476227E-01,,,,,
1.840981E+01,-8.46104E-01,,,,,
1.839311E+01,-8.442152E-01,,,,,
1.83764E+01,-8.429648E-01,,,,,
1.83597E+01,-8.415437E-01,,,,,
1.834299E+01,-8.399249E-01,,,,,
1.832629E+01,-8.383514E-01,,,,,
1.830958E+01,-8.370052E-01,,,,,
1.829288E+01,-8.352683E-01,,,,,
1.827617E+01,-8.338289E-01,,,,,
1.825947E+01,-8.321915E-01,,,,,
1.824276E+01,-8.305969E-01,,,,,
1.822604E+01,-8.289898E-01,,,,,
1.820934E+01,-8.275513E-01,,,,,
1.819263E+01,-8.258886E-01,,,,,
1.817593E+01,-8.24443E-01,,,,,
1.815922E+01,-8.228509E-01,,,,,
1.814252E+01,-8.213269E-01,,,,,
1.812581E+01,-8.198032E-01,,,,,
1.810911E+01,-8.183169E-01,,,,,
1.80924E+01,-8.168005E-01,,,,,
1.80757E+01,-8.152259E-01,,,,,
1.805899E+01,-8.137953E-01,,,,,
1.804229E+01,-8.123673E-01,,,,,
1.802558E+01,-8.10804E-01,,,,,
1.800888E+01,-8.092353E-01,,,,,
1.799217E+01,-8.079165E-01,,,,,
1.797547E+01,-8.06349E-01,,,,,
1.795876E+01,-8.048123E-01,,,,,
1.794206E+01,-8.032879E-01,,,,,
1.792534E+01,-8.016365E-01,,,,,
1.790863E+01,-8.001203E-01,,,,,
1.789193E+01,-7.986671E-01,,,,,
1.787523E+01,-7.970919E-01,,,,,
1.785852E+01,-7.956728E-01,,,,,
1.784181E+01,-7.942301E-01,,,,,
1.782511E+01,-7.927034E-01,,,,,
1.78084E+01,-7.914352E-01,,,,,
1.77917E+01,-7.898203E-01,,,,,
1.777499E+01,-7.882396E-01,,,,,
1.775829E+01,-7.867507E-01,,,,,
1.774158E+01,-7.851173E-01,,,,,
1.772488E+01,-7.83617E-01,,,,,
1.770817E+01,-7.821062E-01,,,,,
1.769147E+01,-7.804794E-01,,,,,
1.767476E+01,-7.78998E-01,,,,,
1.765806E+01,-7.774796E-01,,,,,
1.764134E+01,-7.759285E-01,,,,,
1.762464E+01,-7.743467E-01,,,,,
1.760793E+01,-7.729372E-01,,,,,
1.759123E+01,-7.712377E-01,,,,,
1.757452E+01,-7.697541E-01,,,,,
1.755782E+01,-7.683983E-01,,,,,
1.754111E+01,-7.667415E-01,,,,,
1.752441E+01,-7.651519E-01,,,,,
1.75077E+01,-7.637122E-01,,,,,
1.749099E+01,-7.624488E-01,,,,,
1.747429E+01,-7.609155E-01,,,,,
1.745758E+01,-7.593889E-01,,,,,
1.744088E+01,-7.578879E-01,,,,,
1.742417E+01,-7.562934E-01,,,,,
1.740747E+01,-7.548176E-01,,,,,
1.739076E+01,-7.532743E-01,,,,,
1.737406E+01,-7.51715E-01,,,,,
1.735734E+01,-7.502171E-01,,,,,
1.734064E+01,-7.487351E-01,,,,,
1.732393E+01,-7.472016E-01,,,,,
1.730723E+01,-7.456431E-01,,,,,
1.729052E+01,-7.444518E-01,,,,,
1.727382E+01,-7.428909E-01,,,,,
1.725711E+01,-7.413449E-01,,,,,
1.724041E+01,-7.398474E-01,,,,,
1.72237E+01,-7.384187E-01,,,,,
1.7207E+01,-7.371898E-01,,,,,
1.719029E+01,-7.356779E-01,,,,,
1.717358E+01,-7.340896E-01,,,,,
1.715688E+01,-7.325673E-01,,,,,
1.714017E+01,-7.310147E-01,,,,,
1.712347E+01,-7.29537E-01,,,,,
1.710676E+01,-7.279966E-01,,,,,
1.709006E+01,-7.265359E-01,,,,,
1.707334E+01,-7.252689E-01,,,,,
1.705664E+01,-7.238051E-01,,,,,
1.703993E+01,-7.223815E-01,,,,,
1.702323E+01,-7.208245E-01,,,,,
1.700652E+01,-7.194665E-01,,,,,
1.698982E+01,-7.181709E-01,,,,,
1.697311E+01,-7.166485E-01,,,,,
1.695641E+01,-7.150949E-01,,,,,
1.69397E+01,-7.136329E-01,,,,,
1.6923E+01,-7.121359E-01,,,,,
1.690629E+01,-7.107458E-01,,,,,
1.688959E+01,-7.094947E-01,,,,,
1.687288E+01,-7.08019E-01,,,,,
1.685617E+01,-7.067158E-01,,,,,
1.683947E+01,-7.053865E-01,,,,,
1.682276E+01,-7.039107E-01,,,,,
1.680606E+01,-7.026884E-01,,,,,
1.678934E+01,-7.010959E-01,,,,,
1.677264E+01,-6.996359E-01,,,,,
1.675593E+01,-6.981521E-01,,,,,
1.673923E+01,-6.967805E-01,,,,,
1.672252E+01,-6.954234E-01,,,,,
1.670582E+01,-6.940489E-01,,,,,
1.668911E+01,-6.928226E-01,,,,,
1.667241E+01,-6.914173E-01,,,,,
1.66557E+01,-6.900563E-01,,,,,
1.6639E+01,-6.886773E-01,,,,,
1.662229E+01,-6.872634E-01,,,,,
1.660559E+01,-6.856039E-01,,,,,
1.658888E+01,-6.842303E-01,,,,,
1.657218E+01,-6.829782E-01,,,,,
1.655547E+01,-6.814933E-01,,,,,
1.653877E+01,-6.801399E-01,,,,,
1.652206E+01,-6.787618E-01,,,,,
1.650534E+01,-6.77476E-01,,,,,
1.648864E+01,-6.763059E-01,,,,,
1.647193E+01,-6.749697E-01,,,,,
1.645523E+01,-6.734984E-01,,,,,
1.643852E+01,-6.721533E-01,,,,,
1.642182E+01,-6.706367E-01,,,,,
1.640511E+01,-6.691098E-01,,,,,
1.638841E+01,-6.678221E-01,,,,,
1.63717E+01,-6.6664E-01,,,,,
1.6355E+01,-6.652037E-01,,,,,
1.633829E+01,-6.639871E-01,,,,,
1.632159E+01,-6.62541E-01,,,,,
1.630488E+01,-6.612387E-01,,,,,
1.628818E+01,-6.598229E-01,,,,,
1.627147E+01,-6.58521E-01,,,,,
1.625477E+01,-6.572435E-01,,,,,
1.623806E+01,-6.557196E-01,,,,,
1.622136E+01,-6.543396E-01,,,,,
1.620464E+01,-6.531452E-01,,,,,
1.618793E+01,-6.51572E-01,,,,,
1.617123E+01,-6.503188E-01,,,,,
1.615453E+01,-6.489986E-01,,,,,
1.613782E+01,-6.47481E-01,,,,,
1.612111E+01,-6.4611E-01,,,,,
1.610441E+01,-6.448279E-01,,,,,
1.60877E+01,-6.433408E-01,,,,,
1.6071E+01,-6.421852E-01,,,,,
1.605429E+01,-6.407793E-01,,,,,
1.603759E+01,-6.395369E-01,,,,,
1.602088E+01,-6.381514E-01,,,,,
1.600418E+01,-6.367223E-01,,,,,
1.598747E+01,-6.35535E-01,,,,,
1.597077E+01,-6.340648E-01,,,,,
1.595406E+01,-6.326884E-01,,,,,
1.593736E+01,-6.313886E-01,,,,,
1.592064E+01,-6.301562E-01,,,,,
1.590394E+01,-6.288268E-01,,,,,
1.588723E+01,-6.273811E-01,,,,,
1.587053E+01,-6.259484E-01,,,,,
